Gene	"Gene synonym"	Uniprot
HOMER2	"CPD, Cupidin, DFNA68, HOMER-2, HOMER-2A, HOMER-2B, Vesl-2"	Q9NSB8
HOXA11	"HOX1, HOX1I"	P31270
HOXA13	"HOX1, HOX1J"	P31271
HOXA2	HOX1K	O43364
HOXA9	"HOX1, HOX1G"	P31269
HOXB1	"HOX2, HOX2I"	P14653
HOXB13		Q92826
HOXC13	"HOX3, HOX3G"	P31276
HOXD10	"HOX4, HOX4D"	P28358
HOXD13	"HOX4I, SPD"	P35453
HP		P00738
HPCA	DYT2	P84074
HPD	"4-HPPD, 4HPPD, GLOD3, PPD"	P32754
HPDL	"4-HPPD-L, GLOXD1, MGC15668"	Q96IR7
HPGD	SDR36C1	P15428
HPRT1	"HGPRT, HPRT"	P00492
HPS1	"BLOC3S1, HPS"	Q92902
HPS3	"BLOC2S1, SUTAL"	Q969F9
HPS4	"BLOC3S2, KIAA1667, LE"	Q9NQG7
HPS5	"AIBP63, BLOC2S2, RU2"	Q9UPZ3
HPS6	"BLOC2S3, FLJ22501"	Q86YV9
HPSE2	"HPA2, HPR2, UFS"	Q8WWQ2
HR	"ALUNC, AU"	O43593
HRAS	HRAS1	P01112
HRG	"HPRG, HRGP"	P04196
HRURF	U2HR	P0DUH7
HS2ST1	KIAA0448	Q7LGA3
HS3ST6	HS3ST5	Q96QI5
HS6ST1	HS6ST	O60243
HS6ST2	HS6ST-2	Q96MM7
HSCB	"DNAJC20, HSC20, Jac1"	Q8IWL3
HSD11B1	"HSD11, HSD11B, SDR26C1"	P28845
HSD11B2	SDR9C3	P80365
HSD17B10	"17b-HSD10, ABAD, CAMR, ERAB, HADH2, MHBD, MRPP2, MRXS10, SDR5C1"	Q99714
HSD17B3	SDR12C2	P37058
HSD17B4	"DBP, MFE-2, SDR8C1"	P51659
HSD3B2	SDR11E2	P26439
HSD3B7	"C(27)-3BETA-HSD, SDR11E3"	Q9H2F3
HSF2BP	MEILB2	O75031
HSF4	CTM	Q9ULV5
HSPA1A	"HSP70-1, HSPA1"	P0DMV8
HSPA5	"BiP, GRP78"	P11021
HSPA9	"GRP75, HSPA9B, mot-2, mthsp75, PBP74"	P38646
HSPB1	"CMT2F, Hs.76067, Hsp25, HSP27, HSP28"	P04792
HSPB3	HSPL27	Q12988
HSPB8	"CMT2L, E2IG1, H11, HSP22"	Q9UJY1
HSPBAP1	"FLJ22623, PASS1"	Q96EW2
HSPD1	"GroEL, HSP60, SPG13"	P10809
HSPG2	"perlecan, PRCAN, SJS1"	P98160
HTR1A	"5-HT1A, ADRB2RL1, ADRBRL1"	P08908
HTRA1	"ARMD7, HtrA, IGFBP5-protease, PRSS11"	Q92743
HTRA2	"OMI, PARK13, PRSS25"	O43464
HTT	"HD, IT15"	P42858
HUWE1	"Ib772, KIAA0312, UREB1"	Q7Z6Z7
HYAL1	"HYAL-1, LUCA1"	Q12794
HYCC1	"DRCTNNB1A, FAM126A, HCC, hyccin"	Q9BYI3
HYDIN	"CILD5, DKFZp434D0513, KIAA1864, PPP1R31"	Q4G0P3
HYLS1	FLJ32915	Q96M11
HYOU1	"Grp170, HSP12A, ORP150"	Q9Y4L1
IARS1	"IARS, ILRS"	P41252
IARS2	FLJ10326	Q9NSE4
IBA57	"C1orf69, FLJ12734"	Q5T440
ICOS	"AILIM, CD278"	Q9Y6W8
IDH1		O75874
IDH2	IDH-2	P48735
IDH3A		P50213
IDH3B	RP46	O43837
IDS	"ID2S, SIDS"	P22304
IDUA	"MPS1, MPSI"	P35475
IER3IP1		Q9Y5U9
IFIH1	"Hlcd, IDDM19, MDA-5, MDA5"	Q9BYX4
IFITM5	"BRIL, DSPA1, fragilis4, Hrmp1"	A6NNB3
IFNAR1	"IFNAR, IFRC"	P17181
IFNAR2	IFNABR	P48551
IFNG		P01579
IFNGR1	"CD119, IFNGR"	P15260
IFNGR2	"AF-1, IFNGT1"	P38484
IFT122	"FAP80, SPG, WDR10, WDR10p, WDR140"	Q9HBG6
IFT140	"gs114, KIAA0590, WDTC2"	Q96RY7
IFT172	"BBS20, NPHP17, osm-1, SLB, wim"	Q9UG01
IFT27	"BBS19, FAP156, RABL4, RAYL"	Q9BW83
IFT43	"C14orf179, FLJ32173, MGC16028"	Q96FT9
IFT52	"C20orf9, CGI-53, dJ1028D15.1, NGD2, NGD5"	Q9Y366
IFT57	"ESRRBL1, FLJ10147, HIPPI, MHS4R2"	Q9NWB7
IFT74	"CCDC2, CMG-1, CMG1, FLJ22621"	Q96LB3
IFT80	"FAP167, KIAA1374, WDR56"	Q9P2H3
IFT81	"CDV-1R, CDV1, MGC4027"	Q8WYA0
IGBP1	"alpha4, IBP1"	P78318
IGF1	"IGF, IGF-I, IGF1A, IGFI"	P05019
IGF1R	"CD221, IGFIR, IGFR, JTK13, MGC18216"	P08069
IGF2	"C11orf43, FLJ44734, IGF-II"	P01344
IGFALS	ALS	P35858
IGFBP7	"FSTL2, IGFBP-7, MAC25, PSF"	Q16270
IGHA1	AL928768.3	P01876
IGHG1		P01857
IGHM		P01871
IGHMBP2	"CATF1, CMT2S, HCSA, HMN6, SMARD1, SMUBP2, ZFAND7"	P38935
IGLL1	"14.1, CD179B, IGL5, IGLL, IGVPB"	P15814
IGSF1	"IGCD1, IGDC1, INHBP, KIAA0364, MGC75490, PGSF2"	Q8N6C5
IGSF10	"CMF608, FLJ25972"	Q6WRI0
IGSF3	"EWI-3, MGC117164, V8"	O75054
IHH	"BDA1, HHG2"	Q14623
IKBKB	"IKK-beta, IKK2, IKKB, NFKBIKB"	O14920
IKBKG	"FIP-3, FIP3, Fip3p, IKK-gamma, IKKAP1, IKKG, IP1, IP2, NEMO, ZC2HC9"	Q9Y6K9
IKZF1	"hIk-1, Hs.54452, IKAROS, LyF-1, PPP1R92, ZNFN1A1"	Q13422
IKZF3	"Aiolos, ZNFN1A3"	Q9UKT9
IKZF5	"FLJ22973, Pegasus, ZNFN1A5"	Q9H5V7
IL10RA	"CD210, CD210a, CDW210A, HIL-10R, IL10R"	Q13651
IL10RB	"CDW210B, CRF2-4, CRFB4, D21S58, D21S66, IL-10R2"	Q08334
IL11RA		Q14626
IL12B	"CLMF, CLMF2, IL-12B, NKSF, NKSF2"	P29460
IL12RB1	"CD212, IL12RB"	P42701
IL13	"ALRH, BHR1, IL-13, MGC116786, MGC116788, MGC116789, P600"	P35225
IL17F	"IL-17F, ML-1, ML1"	Q96PD4
IL17RA	"CD217, CDw217, hIL-17R, IL-17RA, IL17R"	Q96F46
IL17RC	IL17-RL	Q8NAC3
IL17RD	"FLJ35755, IL-17RD, IL17RLM, SEF"	Q8NFM7
IL18BP	IL18BPa	O95998
IL1RAPL1	"IL1R8, IL1RAPL, MRX10, MRX21, MRX34, OPHN4, TIGIRR-2"	Q9NZN1
IL1RN	"ICIL-1RA, IL-1RN, IL1F3, IL1RA, IRAP, MGC10430"	P18510
IL2	"IL-2, TCGF"	P60568
IL21	"IL-21, Za11"	Q9HBE4
IL21R	CD360	Q9HBE5
IL23R	IL-23R	Q5VWK5
IL2RA	"CD25, IDDM10, IL2R"	P01589
IL2RB	"CD122, IL15RB"	P14784
IL2RG	"CD132, CIDX, IMD4, SCIDX1"	P31785
IL31RA	"CRL, CRL3, GLM-R, Glmr, IL-31RA"	Q8NI17
IL36RN	"FIL1, FIL1(DELTA), FIL1D, IL-1F5, IL1F5, IL1HY1, IL1L1, IL1RP3, IL36RA, MGC29840"	Q9UBH0
IL37	"FIL1, FIL1(ZETA), FIL1Z, IL-1F7, IL-1H4, IL-1RP1, IL1F7"	Q9NZH6
IL4	"BCGF-1, BCGF1, BSF1, IL-4, MGC79402"	P05112
IL6	"BSF2, HGF, HSF, IFNB2, IL-6"	P05231
IL6R	"CD126, gp80, IL-1Ra, IL-6R, IL6RA"	P08887
IL6ST	"CD130, GP130, IL-6RB, sGP130"	P40189
IL7	IL-7	P13232
IL7R	"CD127, IL7RA, lnc-IL7R"	P16871
ILDR1	"DFNB42, MGC50831"	Q86SU0
IMMP2L	"IMMP2L-IT1, IMP2"	Q96T52
IMPA1	IMPA	P29218
IMPDH1	"LCA11, RP10, sWSS2608"	P20839
IMPG1	"GP147, IPM150, SPACR"	Q17R60
IMPG2	"IPM200, RP56, SPACRCAN"	Q9BZV3
INAVA	"C1orf106, FLJ10901"	Q3KP66
INF2	"C14orf151, C14orf173, MGC13251"	Q27J81
ING1	"p24ING1c, p33, p33ING1, p33ING1b, p47, p47ING1a"	Q9UK53
ING3	"Eaf4, FLJ20089, MEAF4, p47ING3"	Q9NXR8
INPP5E	"CORS1, JBTS1, pharbin, PPI5PIV"	Q9NRR6
INPP5K	SKIP	Q9BT40
INPPL1	SHIP2	O15357
INS	"IDDM1, IDDM2"	P01308
INSL3	"MGC119818, MGC119819, RLF, RLNL"	P51460
INSR	CD220	P06213
INTS1	"DKFZp586J0619, INT1, KIAA1440, NET28"	Q8N201
INTS8	"C8orf52, FLJ20530, INT8, MGC131633"	Q75QN2
INTU	"CPLANE4, KIAA1284, PDZD6, PDZK6"	Q9ULD6
INVS	NPHP2	Q9Y283
IPO8	"IMP8, RANBP8"	O15397
IQCB1	"KIAA0036, NPHP5, SLSN5"	Q15051
IQCE	KIAA1023	Q6IPM2
IQSEC1	"ARF-GEP100, BRAG2, GEP100, KIAA0763"	Q6DN90
IQSEC2	"BRAG1, IQ-ArfGEF, KIAA0522, MRX1, MRX18, MRX78"	Q5JU85
IRAK3	IRAK-M	Q9Y616
IRAK4	NY-REN-64	Q9NWZ3
IREB2	IRP2	P48200
IRF1	MAR	P10914
IRF2BP2	IRF-2BP2	Q7Z5L9
IRF2BPL	"C14orf4, EAP1, KIAA1865"	Q9H1B7
IRF3		Q14653
IRF4	"LSIRF, MUM1"	Q15306
IRF5	IRF-5	Q13568
IRF6	"LPS, OFC6, VWS, VWS1"	O14896
IRF7		Q92985
IRF8	"ICSBP, ICSBP1, IRF-8"	Q02556
IRF9	ISGF3G	Q00978
IRGM	"IFI1, IRGM1, LRG-47, LRG47"	A1A4Y4
IRS1	HIRS-1	P35568
IRS4	"IRS-4, PY160"	O14654
IRX5	IRX-2a	P78411
ISCA1	"HBLD2, hIscA, ISA1, MGC4276"	Q9BUE6
ISCA2	"HBLD1, ISA2"	Q86U28
ISCU	"hnifU, ISU2, NIFUN"	Q9H1K1
ISG15	"G1P2, IFI15, UCRP"	P05161
ITCH	AIP4	Q96J02
ITGA2B	"CD41, CD41B, GP2B, PPP1R93"	P08514
ITGA3	"CD49c, GAP-B3, MSK18, VCA-2, VLA3a"	P26006
ITGA6	CD49f	P23229
ITGA7		Q13683
ITGA8		P53708
ITGAM	"CD11B, CR3A, MAC-1"	P11215
ITGB2	"CD18, LFA-1, MAC-1, MFI7"	P05107
ITGB3	"CD61, GP3A, GPIIIa"	P05106
ITGB4	CD104	P16144
ITGB6		P18564
ITK	"EMT, LYK, PSCTK2"	Q08881
ITM2B	"BRI, BRI2, BRICD2B, E25B, E3-16"	Q9Y287
ITPA	"C20orf37, dJ794I6.3, HLC14-06-P"	Q9BY32
ITPR1	"ACV, Insp3r1, IP3R1, PPP1R94, SCA15, SCA16, SCA29"	Q14643
ITPR2	"CFAP48, IP3R2"	Q14571
IVD	"ACAD2, IVDH"	P26440
IVNS1ABP	"ARA3, HSPC068, KIAA0850, KLHL39, ND1, NS-1, NS1-BP"	Q9Y6Y0
IYD	"C6orf71, DEHAL1, dJ422F24.1"	Q6PHW0
JAG1	"AGS, AHD, AWS, CD339, HJ1, JAGL1"	P78504
JAG2		Q9Y219
JAGN1	"FLJ14602, GL009"	Q8N5M9
JAK1	"JAK1A, JAK1B, JTK3"	P23458
JAK2	JTK10	O60674
JAK3	"JAK-3, JAK3_HUMAN, JAKL, L-JAK, LJAK"	P52333
JAM2	"C21orf43, CD322, JAM-2, JAM-B, JAMB, VE-JAM"	P57087
JAM3	"JAM-3, JAM-C, JAMC"	Q9BX67
JAZF1	"DKFZp761K2222, TIP27, ZNF802"	Q86VZ6
JPH2	JP-2	Q9BR39
JPH3	"CAGL237, HDL2, JP-3, JP3, TNRC22"	Q8WXH2
JUP	"CTNNG, DP3, DPIII, PDGB, PG, PKGB"	P14923
KANK1	"ANKRD15, KANK, KIAA0172"	Q14678
KANK2	"ANKRD25, KIAA1518, MXRA3"	Q63ZY3
KANSL1	"CENP-36, DKFZP727C091, KIAA1267, MSL1v1, NSL1"	Q7Z3B3
KARS1	"DFNB89, KARS, KARS2"	Q15046
KAT2B	"GCN5, GCN5L, P/CAF, PCAF"	Q92831
KAT5	"cPLA2, ESA1, HTATIP, HTATIP1, PLIP, TIP60, ZC2HC5"	Q92993
KAT6A	"MOZ, MYST3, RUNXBP2, ZC2HC6A, ZNF220"	Q92794
KAT6B	"Morf, MOZ2, MYST4, qkf, querkopf, ZC2HC6B"	Q8WYB5
KAT8	"FLJ14040, hMOF, MOF, MYST1, ZC2HC8"	Q9H7Z6
KATNB1		Q9BVA0
KATNIP	"JBTS26, KIAA0556"	O60303
KBTBD13	"hCG_1645727, NEM6"	C9JR72
KCNA1	"AEMK, HUK1, Kv1.1, MBK1, RBK1"	Q09470
KCNA2	"HK4, Kv1.2"	P16389
KCNA4	"HK1, HPCN2, KCNA4L, Kv1.4, PCN2"	P22459
KCNA5	"HK2, HPCN1, Kv1.5"	P22460
KCNB1	Kv2.1	Q14721
KCNC1	Kv3.1	P48547
KCNC2	Kv3.2	Q96PR1
KCNC3	"Kv3.3, SCA13"	Q14003
KCND2	"KIAA1044, Kv4.2, RK5"	Q9NZV8
KCND3	"KSHIVB, Kv4.3, SCA19, SCA22"	Q9UK17
KCNE1	"IsK, JLNS2, LQT5, minK"	P15382
KCNE2	"LQT6, MiRP1"	Q9Y6J6
KCNE3	"HOKPP, MiRP2"	Q9Y6H6
KCNE5	KCNE1L	Q9UJ90
KCNH1	"eag, eag1, h-eag, hEAG, Kv10.1"	O95259
KCNH2	"erg1, HERG, Kv11.1, LQT2"	Q12809
KCNJ1	"Kir1.1, ROMK1"	P48048
KCNJ10	"Kir1.2, Kir4.1"	P78508
KCNJ11	"BIR, Kir6.2"	Q14654
KCNJ13	"Kir1.4, Kir7.1, LCA16"	O60928
KCNJ16	"BIR9, Kir5.1"	Q9NPI9
KCNJ18	"KIR2.6, TTPP2"	B7U540
KCNJ2	"IRK1, Kir2.1, LQT7"	P63252
KCNJ5	"CIR, GIRK4, KATP1, Kir3.4, LQT13"	P48544
KCNJ6	"BIR1, GIRK2, hiGIRK2, KATP2, KCNJ7, Kir3.2"	P48051
KCNJ8	Kir6.1	Q15842
KCNK18	"K2p18.1, TRESK, TRESK-2, TRESK2, TRIK"	Q7Z418
KCNK3	"K2p3.1, TASK, TASK-1, TASK1"	O14649
KCNK4	"K2p4.1, TRAAK"	Q9NYG8
KCNK9	"K2p9.1, TASK-3, TASK3"	Q9NPC2
KCNMA1	"KCa1.1, mSLO1, SLO"	Q12791
KCNN2	"hSK2, KCa2.2"	Q9H2S1
KCNN3	"hSK3, KCa2.3, SKCA3"	Q9UGI6
KCNN4	"hIKCa1, hKCa4, hSK4, IK, KCa3.1"	O15554
KCNQ1	"JLNS1, KCNA8, KCNA9, Kv7.1, KVLQT1, LQT, LQT1"	P51787
KCNQ2	"BFNC, EBN, EBN1, ENB1, HNSPC, KCNA11, Kv7.2"	O43526
KCNQ3	"EBN2, Kv7.3"	O43525
KCNQ4	"DFNA2, Kv7.4"	P56696
KCNQ5	Kv7.5	Q9NR82
KCNT1	"KCa4.1, KIAA1422, SLACK, Slo2.2"	Q5JUK3
KCNT2	"KCa4.2, SLICK, SLO2.1"	Q6UVM3
KCNV2	Kv8.2	Q8TDN2
KCTD1	C18orf5	Q719H9
KCTD13	"FKSG86, PDIP1, POLDIP1"	Q8WZ19
KCTD17	FLJ12242	Q8N5Z5
KCTD7	"CLN14, EPM3, FLJ32069"	Q96MP8
KDELR2	"ELP-1, ERD2.2"	P33947
KDF1	"C1orf172, FLJ34633, RP11-344H11.3"	Q8NAX2
KDM1A	"AOF2, BHC110, KDM1, KIAA0601, LSD1"	O60341
KDM3B	"C5orf7, JMJD1B, KIAA1082, NET22"	Q7LBC6
KDM4B	"JMJD2B, KIAA0876, TDRD14B"	O94953
KDM5A	"JARID1A, RBBP2"	P29375
KDM5B	"CT31, JARID1B, PLU-1, PPP1R98, RBBP2H1A"	Q9UGL1
KDM5C	"DXS1272E, JARID1C, MRX13, SMCX, XE169"	P41229
KDM6A	UTX	O15550
KDM6B	"JMJD3, KIAA0346"	O15054
KDR	"CD309, FLK1, VEGFR, VEGFR2"	P35968
KDSR	"DHSR, FVT1, SDR35C1"	Q06136
KERA	"CNA2, SLRR2B"	O60938
KHDC3L	"C6orf221, ECAT1"	Q587J8
KHK		P50053
KIAA0319	NMIG	Q5VV43
KIAA0586	"JBTS23, Talpid3"	Q9BVV6
KIAA0753	"MNR, OFIP"	Q2KHM9
KIAA0825	"C5orf36, DKFZp686F0372, MGC34713"	Q8IV33
KIAA1549		Q9HCM3
KIDINS220	ARMS	Q9ULH0
KIF11	"Eg5, HKSP, KNSL1, TRIP5"	P52732
KIF14	KIAA0042	Q15058
KIF15	"HKLP2, KNSL7, NY-BR-62"	Q9NS87
KIF1A	"ATSV, C2orf20, SPG30, UNC104"	Q12756
KIF1B	"CMT2, CMT2A, HMSNII, KIAA0591, KLP"	O60333
KIF1C	"SAX2, SPAX2, SPG58"	O43896
KIF20A	"MKLP2, RAB6KIFL"	O95235
KIF21A	"FEOM1, FLJ20052"	Q7Z4S6
KIF22	"Kid, KNSL4, OBP-1, OBP-2"	Q14807
KIF23	"KNSL5, MKLP-1, MKLP1"	Q02241
KIF2A	"HK2, KIF2"	O00139
KIF3B	"FLA8, KIAA0359, KLP-11"	O15066
KIF4A	"FLJ12530, FLJ12655, FLJ14204, FLJ20631, HSA271784, KIF4, KIF4-G1, MRX100"	O95239
KIF5A	"D12S1889, MY050, NKHC, SPG10"	Q12840
KIF5C	NKHC2	O60282
KIF7	JBTS12	Q2M1P5
KIFBP	"DKFZP586B0923, KBP, KIAA1279, KIF1BP, TTC20"	Q96EK5
KIRREL1	"KIRREL, NEPH1"	Q96J84
KIRREL3	"KIAA1867, KIRRE, NEPH2"	Q8IZU9
KISS1		Q15726
KISS1R	"AXOR12, GPR54, HOT7T175"	Q969F8
KIT	"C-Kit, CD117, PBT, SCFR"	P10721
KITLG	"DFNA69, FPH2, Kitl, KL-1, MGF, SCF, SF, SLF"	P21583
KIZ	"C20orf19, HT013, NCRNA00153, PLK1S1"	Q2M2Z5
KL	KLA	Q9UEF7
KLC2	FLJ12387	Q9H0B6
KLF1	EKLF	Q13351
KLF11	"FKLF, MODY7, TIEG2, Tieg3"	O14901
KLF15	KKLF	Q9UIH9
KLF6	"BCD1, COPEB, CPBP, GBF, PAC1, ST12, Zf9"	Q99612
KLHDC8B	MGC35097	Q8IXV7
KLHL10	FLJ32662	Q6JEL2
KLHL15	KIAA1677	Q96M94
KLHL22	"FLJ14360, KELCHL"	Q53GT1
KLHL24	"DRE1, FLJ20059"	Q6TFL4
KLHL3	KIAA1129	Q9UH77
KLHL40	"KBTBD5, NEM8, SRYP"	Q2TBA0
KLHL41	"KBTBD10, Krp1, SARCOSIN"	O60662
KLHL7	"KLHL6, RP42, SBBI26"	Q8IXQ5
KLK4	"EMSP, EMSP1, KLK-L1, PRSS17, PSTS"	Q9Y5K2
KLKB1	KLK3	P03952
KLLN	killin	B2CW77
KMT2A	"ALL-1, ALL1, CXXC7, HRX, HTRX, HTRX1, MLL, MLL1, MLL1A, TRX1"	Q03164
KMT2B	"CXXC10, HRX2, KIAA0304, MLL1B, MLL2, MLL4, TRX2, WBP7"	Q9UMN6
KMT2C	"HALR, KIAA1506, MLL3"	Q8NEZ4
KMT2D	"ALR, CAGL114, MLL2, MLL4, TNRC21"	O14686
KMT2E	"HDCMC04P, MLL5, SETD5B"	Q8IZD2
KMT5B	"CGI-85, SUV420H1"	Q4FZB7
KNG1	"BDK, BK, HK, HMWK, KNG"	P01042
KNL1	"AF15Q14, CASC5, CT29, D40, hKNL-1, hSpc105, KIAA1570, MCPH4, PPP1R55, Spc7"	Q8NG31
KNSTRN	"C15orf23, FLJ14502, kinastrin, SKAP, TRAF4AF1"	Q9Y448
KPTN	"2E4, KICS4"	Q9Y664
KRAS	"K-Ras4B, KRAS1, KRAS2"	P01116
KREMEN1	"KREMEN, KRM1"	Q96MU8
KRIT1	"CAM, CCM1"	O00522
KRT1	"EHK1, KRT1A"	P04264
KRT10	"CK10, K10, KPP"	P13645
KRT12	K12	Q99456
KRT13	"CK13, K13, MGC161462, MGC3781"	P13646
KRT14	"EBS3, EBS4"	P02533
KRT16	NEPPK	P08779
KRT17	PCHC1	Q04695
KRT18		P05783
KRT2	"KRT2A, KRTE"	P35908
KRT25	KRT25A	Q7Z3Z0
KRT3	"CK3, K3"	P12035
KRT4	"CK4, CYK4, K4"	P19013
KRT5	"CK-5, EBS2, KRT5A"	P13647
KRT6A	"CK6C, CK6D, K6C, K6D, KRT6C, KRT6D"	P02538
KRT6B	KRTL1	P04259
KRT6C	KRT6E	P48668
KRT71	"K6IRS1, KRT6IRS, KRT6IRS1"	Q3SY84
KRT74	"K6IRS4, KRT5C, KRT6IRS4"	Q7RTS7
KRT75	K6HF	O95678
KRT8	"CARD2, CK-8, CK8, CYK8, K2C8, K8, KO"	P05787
KRT81	"Hb-1, KRTHB1"	Q14533
KRT83	"Hb-3, KRTHB3"	P78385
KRT85	"Hb-5, KRTHB5"	P78386
KRT86	"Hb6, KRTHB6, MNX"	O43790
KRT9	"CK-9, EPPK, K9"	P35527
KY	FLJ33207	Q8NBH2
KYNU		Q16719
L1CAM	"CAML1, CD171, HSAS, HSAS1, MASA, MIC5, NCAM-L1, S10, SPG1"	P32004
L2HGDH	"C14orf160, FLJ12618"	Q9H9P8
LACC1	"C13orf31, FAMIN, FLJ38725"	Q8IV20
LAGE3	"CVG5, DXS9879E, DXS9951E, ESO3, ITBA2, Pcc1"	Q14657
LAMA1	LAMA	P25391
LAMA2	LAMM	P24043
LAMA3	"BM600-150kDa, epiligrin, kalinin-165kDa, LAMNA, nicein-150kDa"	Q16787
LAMA4	LAMA3	Q16363
LAMB1	CLM	P07942
LAMB2	"LAMS, NPHS5"	P55268
LAMB3	"BM600-125kDa, kalinin-140kDa, LAMNB1, nicein-125kDa"	Q13751
LAMC2	"BM600-100kDa, EBR2, EBR2A, kalinin-105kDa, LAMB2T, LAMNB2, nicein-100kDa"	Q13753
LAMC3	DKFZp434E202	Q9Y6N6
LAMP2	CD107b	P13473
LAMTOR2	"ENDAP, MAPBPIP, MAPKSP1AP, p14, Ragulator2, ROBLD3"	Q9Y2Q5
LARGE1	"KIAA0609, LARGE"	O95461
LARP7	"DKFZP564K112, HDCMA18P, PIP7S"	Q4G0J3
LARS1	"FLJ10595, FLJ21788, HSPC192, LARS, LEUS, RNTLS"	Q9P2J5
LARS2	"KIAA0028, LEURS, MGC26121, mtLeuRS"	Q15031
LAS1L	"FLJ12525, Las1"	Q9Y4W2
LAT	LAT1	O43561
LAT2	"HSPC046, LAB, NTAL, WBSCR15, WBSCR5, WSCR5"	Q9GZY6
LBR	"DHCR14B, TDRD18"	Q14739
LBX1	"HPX6, LBX1H"	P52954
LCA5	C6orf152	Q86VQ0
LCAT		P04180
LCK		P06239
LCP1	"CP64, L-PLASTIN, LC64P, PLS2"	P13796
LCP2	"SLP-76, SLP76"	Q13094
LCT		P09848
LDB3	"CMD1C, KIAA0613, PDLIM6, ZASP"	O75112
LDHA		P00338
LDHB		P07195
LDHD		Q86WU2
LDLR	LDLCQ2	P01130
LDLRAP1	"ARH, ARH2, DKFZp586D0624, FHCB1, FHCB2, MGC34705"	Q5SW96
LEFTY2	"EBAF, LEFTA, LEFTYA, TGFB4"	O00292
LEMD2	"dJ482C21.1, LEM2, NET25"	Q8NC56
LEMD3	MAN1	Q9Y2U8
LEP	"OB, OBS"	P41159
LEPR	"CD295, OBR"	P48357
LFNG	SCDO3	Q8NES3
LGI1	"EPITEMPIN, EPT, ETL1, IB1099"	O95970
LGI4		Q8N135
LGR4	GPR48	Q9BXB1
LHB	"CGB4, hLHB, LSH-B"	P01229
LHCGR	"HHG, LCGR, LGR2, LHR, ULG5"	P22888
LHFPL5	"DFNB67, dJ510O8.8, MGC33835, Tmhs"	Q8TAF8
LHFPL6	"LHFP, MGC22429"	Q9Y693
LHX3		Q9UBR4
LHX4	Gsh4	Q969G2
LIAS	LAS	O43766
LIFR	CD118	P42702
LIG1	"hLig1, LIGI"	P18858
LIG3	"LIG2, LIG3alpha"	P49916
LIG4		P49917
LIM2	"MP17, MP19"	P55344
LIMK1	LIMK	P53667
LIMS2	"PINCH-2, PINCH2"	Q7Z4I7
LINGO1	"FLJ14594, LERN1, LRRN6A"	Q96FE5
LINS1	"LINS, MRT27, WINS1"	Q8NG48
LIPA	"CESD, LAL"	P38571
LIPC	"HL, HTGL"	P11150
LIPE	HSL	Q05469
LIPH	"LPDLR, mPA-PLA1, mPA-PLA1alpha, PLA1B"	Q8WWY8
LIPN	"bA186O14.3, LIPL4"	Q5VXI9
LIPT1	"MGC12290, MGC13378"	Q9Y234
LIPT2		A6NK58
LITAF	"FLJ38636, PIG7, SIMPLE, TP53I7"	Q99732
LMAN1	"ERGIC-53, ERGIC53, F5F8D, FMFD1, gp58, MCFD1, MR60"	P49257
LMAN2L	"DKFZp564L2423, VIPL"	Q9H0V9
LMBR1	"ACHP, C7orf2, FLJ11665, ZRS"	Q8WVP7
LMBRD1	"bA810I22.1, C6orf209, cblF, FLJ11240"	Q9NUN5
LMBRD2	DKFZp434H2226	Q68DH5
LMF1	"C16orf26, FLJ12681, FLJ22302, JFP11, TMEM112, TMEM112A"	Q96S06
LMNA	"CMD1A, HGPS, LGMD1B, LMN1, LMNL1, MADA, PRO1"	P02545
LMNB1		P20700
LMNB2	LMN2	Q03252
LMO1	"RBTN1, RHOM1, TTG1"	P25800
LMO2	"RBTN2, RBTNL1, RHOM2, TTG2"	P25791
LMOD1	"1D, 64kD, D1, SM-LMOD, SMLMOD"	P29536
LMOD2		Q6P5Q4
LMOD3		Q0VAK6
LMX1A	"LMX1, LMX1.1"	Q8TE12
LMX1B	NPS1	O60663
LNP1	NP3	A1A4G5
LNPK	"KIAA1715, LNP, LNP1, Ul"	Q9C0E8
LONP1	"hLON, LonHS, PIM1, PRSS15"	P36776
LORICRIN	LOR	P23490
LOX		P28300
LOXHD1	"DFNB77, FLJ32670, LH2D1"	Q8IVV2
LOXL1	"LOL, LOXL"	Q08397
LOXL3		P58215
LPAR6	"P2RY5, P2Y5"	P43657
LPIN1	KIAA0188	Q14693
LPIN2	KIAA0249	Q92539
LPL	LIPD	P06858
LPP		Q93052
LRAT	LCA14	O95237
LRBA	"BGL, CDC4L, LAB300, LBA"	P50851
LRIF1	"C1orf103, FLJ11269, RIF1"	Q5T3J3
LRIG2	KIAA0806	O94898
LRIT3	"CSNB1F, FIGLER4, FLJ44691"	Q3SXY7
LRMDA	"C10orf11, CDA017, OCA7"	Q9H2I8
LRP1	"A2MR, APOER, APR, CD91, IGFBP-3R, IGFBP3R1, LRP, LRP1A"	Q07954
LRP12	"FLJ12929, ST7"	Q9Y561
LRP2	"DBS, gp330"	P98164
LRP4	"CLSS, LRP-4, MEGF7, SOST2"	O75096
LRP5	"BMND1, EVR1, EVR4, HBM, LR3, LRP7, OPPG, OPS, OPTA1, VBCH2"	O75197
LRP6	ADCAD2	O75581
LRP8	"APOER2, HSZ75190, LRP-8, MCI1"	Q14114
LRPAP1	"A2MRAP, HBP44, RAP"	P30533
LRPPRC	"GP130, LRP130, LSFC"	P42704
LRRC32	"D11S833E, GARP"	Q14392
